Ref,Val,Package,PosX,PosY,Rot,Side
"U1","MOUDLE-SEEEDUINO-XIAO","XIAO-Generic-Hybrid-14P-2.54-21X17.8MM",34.125000,-37.620000,180.000000,bottom
